,protein_ACACA_-_ACC1,protein_MAPK1 MAPK3_-_MAPK_pT202_Y204,protein_ANXA1_-_Annexin-1,protein_BAD_-_Bad_pS112,protein_MYH11_-_MYH11,protein_STAT3_-_STAT3_pY705,protein_GSK3A GSK3B_-_GSK3-alpha-beta,protein_YWHAE_-_14-3-3_epsilon,protein_PRKAA1_-_AMPK_alpha,protein_MYC_-_c-Myc,protein_C12ORF5_-_TIGAR,protein_MYH9_-_Myosin-IIa_pS1943,protein_AKT1 AKT2 AKT3_-_Akt_pT308,protein_FRAP1_-_mTOR_pS2448,protein_PRDX1_-_PRDX1,protein_WWTR1_-_TAZ,protein_MSH6_-_MSH6,protein_RAD51_-_Rad51,protein_ERBB2_-_HER2,protein_YWHAB_-_14-3-3_beta,protein_MYH9_-_Myosin-Iia_pS1943,protein_SRC_-_Src,protein_ARHI_-_ARHI,protein_RAF1_-_C-Raf,protein_ESR1_-_ER-alpha_pS118,protein_AR_-_AR,protein_PECAM1_-_CD31,protein_NRG1_-_Heregulin,protein_SRC_-_Src_pY416,protein_YBX1_-_YB-1,protein_RPTOR_-_Raptor,protein_PDK1_-_PDK1_pS241,protein_SRC_-_Src_pY527,protein_GAPDH_-_GAPDH,protein_ITGA2_-_CD49b,protein_PXN_-_Paxillin,protein_TFRC_-_TFRC,protein_EIF4EBP1_-_4E-BP1_pT70,protein_RICTOR_-_Rictor,protein_IRS1_-_IRS1,protein_YAP1_-_YAP,protein_DIRAS3_-_Di-Ras3,protein_AKT1S1_-_PRAS40_pT246,protein_ETS1_-_ETS-1,protein_SCD1_-_SCD1,protein_TSC1_-_TSC1,protein_SMAD4_-_Smad4,protein_COL6A1_-_Collagen_VI,protein_MAPK14_-_p38,protein_CCND1_-_Cyclin_D1,protein_ARAF_-_A-Raf_pS299,protein_AKT1 AKT2 AKT3_-_Akt_pS473,protein_FASN_-_FASN,protein_TTF1_-_TTF1,protein_ERCC1_-_ERCC1,protein_ACACA ACACB_-_ACC_pS79,protein_MAPK1_-_ERK2,protein_EEF2_-_eEF2,protein_RAB25_-_Rab25,protein_BCL2L1_-_Bcl-xL,protein_EGFR_-_EGFR_pY1173,protein_INPP4B_-_INPP4B,protein_SYK_-_Syk,protein_YAP1_-_YAP_pS127,protein_CAV1_-_Caveolin-1,protein_ERBB2_-_HER2_pY1248,protein_MAPK8_-_JNK_pT183_pY185,protein_CDH2_-_N-Cadherin,protein_MAPK14_-_p38_pT180_Y182,protein_TSC2_-_Tuberin,protein_BRAF_-_B-Raf,protein_TUBA1B_-_Acetyl-a-Tubulin(Lys40),protein_XRCC5_-_Ku80,protein_BAX_-_Bax,protein_PIK3CA _-_PI3K-p110-alpha,protein_HSPA1A_-_HSP70,protein_PDK1_-_PDK1,protein_ADAR_-_ADAR1,protein_PEA15_-_PEA15_pS116,protein_YBX1_-_YB-1_pS102,protein_LCK_-_Lck,protein_COPS5_-_JAB1,protein_DVL3_-_Dvl3,protein_MSH2_-_MSH2,protein_RPS6_-_S6_pS235_S236,protein_BIRC2 _-_cIAP,protein_PARK7_-_DJ-1,protein_RPS6_-_S6,protein_CDH3_-_P-Cadherin,protein_ESR1_-_ER-alpha,protein_CDC2_-_CDK1,protein_NRAS_-_N-Ras,protein_ACVRL1_-_ACVRL1,protein_VHL_-_VHL,protein_PARP1_-_PARP1
TCGA-DU-6396-01,0.6176485353658904,0.5039195624279199,0.25750382745526496,0.30367022738135974,0.3438574519907803,0.37110573640881644,0.46007799659178694,0.45553120012151654,0.4376608475947567,0.4157547395796057,0.21897731250446087,0.27846148683840155,0.43567994176764296,0.457836539464269,0.3752114601747393,0.24487911729502337,0.25355644460457605,0.3877888906042127,0.2919831130206729,0.310297014153437,0.6161335787636721,0.4808679796531102,0.47978507678877086,0.3920101174905827,0.30810126464300047,0.4380868664514877,0.4791214072869381,0.5585737660927128,0.2742569801188554,0.28220545222747345,0.5007966764517219,0.673608258108548,0.6384488812462178,0.30731009359893846,0.4252398025644878,0.45614733736138574,0.30409631528700387,0.42535772199453226,0.6091522314967867,0.4949987933544348,0.28370498490242657,0.39901042602126063,0.4344032553828305,0.34857150631203243,0.6500717978632472,0.6470607352528104,0.4645863083451616,0.3193814365540444,0.42054127372607825,0.48579853102160653,0.4048065382422122,0.4539752497660743,0.5625873335617765,0.2876164649306686,0.2980457607499289,0.4593563484442759,0.4256294496938564,0.37069264871002655,0.607741619073985,0.3929695423724512,0.10613057824841049,0.6100452608741064,0.45871287492331586,0.41622190455743174,0.36309776465624616,0.12237979279881216,0.22752825412910205,0.23348284792433252,0.5659432021929764,0.667894530440486,0.43152114635979244,0.5217839133178255,0.5822822735827479,0.3522904518101702,0.5749961027181443,0.24445443649582663,0.450506537045146,0.4380674864808894,0.3745015054382231,0.4025010811437827,0.3299147914369367,0.5559099960980753,0.3750297278993056,0.4329589615502415,0.335721141995588,0.6224962563956324,0.4633413206280668,0.5814115046483096,0.560497887432267,0.4480658625975767,0.23312787537196836,0.6349766227259879,0.33861394783403986,0.15570709594952745,0.610481648288599
TCGA-P5-A730-01,0.6666916691069714,0.4289238232132811,0.12770817004726076,0.22409315022241655,0.3719715831587955,0.3073473792570775,0.5053308442169141,0.531244473930025,0.3688226990710751,0.3421570725112166,0.15265033020351582,0.02793018131494552,0.3720299461632466,0.3838304622930541,0.30972287174984153,0.14252625147406145,0.28034032956561,0.28324242152775825,0.20858638367691784,0.23794243820779432,0.6361631405187061,0.5096818149606184,0.5195469022468325,0.4219129644417938,0.33666495682324077,0.35180350872203436,0.5071720741216265,0.6076579723031367,0.2224072147724148,0.3043860812163958,0.5089513251039023,0.6750831038427538,0.569873792455165,0.24830521594868635,0.31598485941714244,0.35894806163953374,0.2385241435806342,0.345149020216549,0.6278370973404076,0.5531752048006715,0.22649439517967684,0.3240957540684092,0.34394274487553766,0.2045598573696389,0.6814670894080924,0.650275989972339,0.4760474653812588,0.25788318342436006,0.4490875292434734,0.41506238348285535,0.4642059309061505,0.380984670283409,0.6088262537819509,0.22792931017735651,0.35091432463027467,0.48995470195581114,0.32917317058878204,0.3001811036935874,0.6302503056417295,0.31601823907409055,0.06248700544024218,0.6391049117489851,0.3849589290838654,0.3457131878529022,0.2885759743536603,0.06903638802393858,0.15163830645351142,0.1613196854305716,0.4893868389443152,0.6902381618247144,0.45707022458087615,0.5795656952762391,0.5882180343406455,0.24655959377834502,0.6373302836247885,0.18123621614958743,0.47019991304043723,0.49358623266078433,0.24425028696614137,0.33593819335997127,0.26436394035366617,0.5829936043869198,0.39155322340729415,0.4854590882220574,0.27959136372550114,0.622722289267324,0.39740084654074537,0.593708068395598,0.579186619247479,0.4950559696663252,0.1606721234538092,0.6720376725018632,0.28142533751299414,0.08226078978199436,0.6477258964417678
TCGA-E1-A7Z2-01,0.44758421661948977,0.5166748953933107,0.3845225480786281,0.3566514721291156,0.24811106752860235,0.3917343430998421,0.3219104936735539,0.27801325617794087,0.45361759939920165,0.4417216657377154,0.2689642001439518,0.5609518851536468,0.4451403490535792,0.47715640153317646,0.3974183567666099,0.33790187960430074,0.17498051245145768,0.459300849728705,0.35199160877912666,0.3526323000482871,0.4845486893210701,0.36080656171256864,0.34548631955943,0.2856857608512616,0.21786769446475276,0.4769521666963786,0.36036355350468924,0.39854181319558774,0.2957339443791935,0.20480202338368347,0.4045478083511999,0.5566529828955055,0.6197763878633642,0.33256926535490233,0.49656002907290314,0.5063089636883772,0.3385555749904878,0.4583940137040328,0.4805307656389714,0.33384414736819223,0.3106308225364534,0.4295712337399551,0.47940023237449275,0.4787685670346561,0.49771972988349,0.5323454929449076,0.37016422814393807,0.34586416322238467,0.31113257851673487,0.4960365288134983,0.25744030525629136,0.4726166348390562,0.40561831256505104,0.3171369337613392,0.1775112741136004,0.34061702445491965,0.48002294420461794,0.40028803675685665,0.4743237269294438,0.42724471301560774,0.14550322291710793,0.4676041900475277,0.47755096788053725,0.4380398660138234,0.3992727691954266,0.17175601904224494,0.28865283252469787,0.2886812878517934,0.5701644442500107,0.5244235171204266,0.3241860432872396,0.356575816564064,0.4750435226496814,0.4314236861159083,0.39470545391029394,0.2859960408595783,0.3476438094421331,0.29013438743946685,0.48214408026312355,0.4214637449775496,0.35993769780853363,0.42531514438159096,0.2892297828480463,0.2898746469262483,0.3523419031904071,0.5159129965502405,0.4710961433993744,0.4659420836813827,0.4401786095170572,0.309660757946092,0.2887723636001322,0.4777381818215812,0.356135631843263,0.22587536619196996,0.4571841637591333
TCGA-HT-7485-01,0.6471116233333422,0.4699160108790943,0.19396424887293265,0.2658267859691689,0.3606693505827162,0.34176006300365913,0.48642603740281093,0.49721707248998576,0.4062593333311647,0.3817840956796882,0.1871746509470404,0.15414991527479352,0.40688162911558706,0.42398084869033753,0.3450239125619101,0.19509282378709836,0.2690080470118611,0.3379858879260827,0.2521228327053282,0.2761491258402289,0.6309427732575001,0.49907833132960616,0.5035123095557584,0.4100921150644197,0.3248672395506427,0.3978844953547253,0.4969332836627777,0.5876068668171631,0.2501823237508707,0.2955525003615831,0.508732964271877,0.6794919158542332,0.6087120531431399,0.279876634185045,0.3733462997801607,0.41057380271524535,0.27332400722929395,0.3881239412046814,0.6232295310164938,0.5281354247234977,0.25699695527689814,0.36424737475030233,0.3920646881994307,0.2785523236853938,0.6708758911781815,0.6536201822291982,0.47391502838241395,0.29078173976940563,0.4381563182878287,0.45380642000765486,0.43787224533968855,0.4206025921593597,0.5902151201633454,0.25968842541214116,0.327001002637739,0.4783031717469278,0.3801980460712403,0.33793567935451424,0.6237379311567232,0.35713257108269036,0.08491462386011468,0.6293652364804333,0.4249911138188166,0.38381373142987774,0.3282589913885258,0.09639258021151774,0.19096467254977734,0.19884550118586847,0.531625261513407,0.6842664849377984,0.44770737146763734,0.5549257453402003,0.5897204514452409,0.3016188832968322,0.6108413890193839,0.21441505941475542,0.4638824041405149,0.46942850716634577,0.31162466050376986,0.3719795730154649,0.2993502272912982,0.5738196894577121,0.38622998937861486,0.46275759386870613,0.3099554287139762,0.6273597105248095,0.4335981123649483,0.5920531575537715,0.5742059260469188,0.47519900198911635,0.19834015867813684,0.6585248953435102,0.3123359426295031,0.11982878672390644,0.6339354897452592
TCGA-CS-6188-01,0.35035524068395696,0.6313664341220615,0.5974431984190341,0.4837707769318016,0.19261387721745468,0.4905852410249954,0.23477327636774234,0.13959645481822863,0.5594762244402068,0.55612358301683,0.37571822653941855,0.9770599579773185,0.5422931227731972,0.5912597949172839,0.49909178253122305,0.5048232090801946,0.1238464611266244,0.6265691863451829,0.48582886308712875,0.4674118475697766,0.4363007233016215,0.3009138461677064,0.2671499211015761,0.2260410673672071,0.16245116814361696,0.6122306001071706,0.3017992773432106,0.30262981692069046,0.3767679124055972,0.16076130843178124,0.3790391764149794,0.538357823598626,0.7204794759243066,0.42489816477231396,0.6708926549802215,0.6595785734724817,0.4420388162740711,0.5837233002787618,0.4347151080219091,0.22408560922919812,0.4004867105923027,0.5465878461086695,0.6218119005267975,0.7135343565995009,0.42950154310053906,0.5117372629263341,0.339927290921457,0.44211607938921066,0.25310691271494373,0.6039674346547925,0.14773509783367403,0.585097509216324,0.3144120872320841,0.41107896166549107,0.08132876071413817,0.27821865268194207,0.6327552728358238,0.5105411546636648,0.42209044318234423,0.5478388492201304,0.21663877798268927,0.4042654700429749,0.5912084551201694,0.5472198078520324,0.516469334656685,0.2588737351992062,0.41133877837770455,0.4049404706816837,0.6860332647649511,0.4710571106431681,0.27095891312805026,0.24685446384822493,0.45136595292617016,0.6015230873215252,0.2760555776206906,0.3869077778934617,0.30384964331095454,0.18619525971355344,0.6930877486131523,0.524309110222991,0.4627791065231296,0.3665803347240623,0.25255432146203227,0.19114776325101293,0.43915385004248114,0.5009239770953844,0.5714638086898342,0.4315543687667729,0.395498169178605,0.21987469085039546,0.405533470291704,0.40031617457264307,0.4446659288858518,0.3461243049096464,0.3800279108685159
TCGA-DB-A64L-01,0.6637596139611962,0.442189722679429,0.1469408126437711,0.2367686016566356,0.37022885716572956,0.31827804345771077,0.501959418556441,0.5236983803279044,0.3808485098508393,0.35469805336208016,0.16300829578209958,0.06372770764347703,0.38333739395647776,0.39668220413529814,0.320913996426961,0.15794608906109872,0.27823118516582485,0.2998274253793185,0.22171100653645145,0.2496747475549146,0.6371720136973616,0.5086745705296007,0.517042554536994,0.4202186769431413,0.3346442217322844,0.36620701747035833,0.5062581427762405,0.6043621336199559,0.23112932963250496,0.30307736609519675,0.5108776041638511,0.6789666377500245,0.5830812387008907,0.2582018916415013,0.3334379868092116,0.3749472482552342,0.2492954510995757,0.3586483007015751,0.6289867165575298,0.5482560106307238,0.23600365746158478,0.3367145145174336,0.3588926258506694,0.22628014235928934,0.6811343309597171,0.6537616050124906,0.47730401634593433,0.26819251789686965,0.44775093244537056,0.42763847749018064,0.4585733631920074,0.39367474265494895,0.6059421282785324,0.23779946635201532,0.3455235812866297,0.4885740677428284,0.3448861593971431,0.312028690223271,0.630870769656016,0.3288776529432777,0.06907245984884343,0.6388474486992858,0.39778165751134253,0.35783644962048566,0.30092349367785093,0.07704097139803394,0.16335008960010783,0.17256018238578144,0.5032412845715826,0.6912458264294442,0.4562082597468291,0.5748626366175791,0.5909404851546944,0.263090608924752,0.6323300736962087,0.1913254097586766,0.47025030043017046,0.4886836768897352,0.26425435201857517,0.3474410476104794,0.2752888918671066,0.5826769321882972,0.39157753774811777,0.480936533951426,0.28926886937585433,0.6264659349332927,0.40918785728575546,0.595559234462447,0.5800407032819914,0.49137518724653506,0.17195030328768277,0.6708420099365485,0.2912645402153165,0.09320440059905405,0.6463567700789541
TCGA-P5-A5EV-01,0.6382999002429233,0.45765167678821456,0.18366061273430695,0.2569188132782493,0.3557994662001589,0.33235178240163943,0.48024716051391475,0.49246316260760997,0.39544417318139086,0.37114818806428834,0.18035641739088376,0.13814598689474714,0.39633061523335567,0.41257910452244095,0.3354663190040543,0.18622453989486196,0.2656841539694342,0.326481227639807,0.2432539907995253,0.26744210894970905,0.6208776507487686,0.49180457989185805,0.49674091852398133,0.4044454674197741,0.32065259842490734,0.3862919364191622,0.4896568923048594,0.5798467436238075,0.243020599198525,0.2915163664221187,0.5001934144496659,0.6675866513628816,0.5943404001828216,0.2718117964300223,0.360968341366992,0.3981785990077086,0.26502647605834107,0.3770256498869884,0.6132291312446074,0.5219062837516527,0.24943077076410686,0.3538509044994211,0.38035325798563596,0.26600304232720795,0.660709220831663,0.642263481524929,0.4661648651917704,0.2823923598325598,0.431942793957933,0.442052074209316,0.433299832829586,0.4093142772240795,0.5822581161563964,0.25194344527531254,0.3240375864974257,0.47149044031457477,0.3683779473104066,0.3282367325133474,0.6139313375378882,0.3467535771058198,0.08110271309791006,0.6198067892420414,0.4135849228813538,0.37330583233476305,0.31851804384752197,0.09186387545004263,0.18357248675187837,0.19151195621952619,0.5181898693630521,0.6733836611594515,0.44116646897464673,0.5482032053878273,0.579634947002205,0.2906927824409082,0.6033741323659059,0.2072812694726681,0.45674571955123106,0.4640937848883938,0.29922181545864607,0.36188962254131746,0.2905948300617249,0.5651360527639298,0.38029468288541146,0.4573804458828702,0.3015125861637759,0.6163076231648715,0.42245446727468877,0.582263818812439,0.5650703082771008,0.46931024896011797,0.19100001025975127,0.6488764941530358,0.30379496900308695,0.11382073176238594,0.6247304604281919
TCGA-TQ-A7RQ-01,0.695503919610402,0.43522715179594346,0.11724614406698003,0.22274836169419107,0.3881332348106065,0.31071363142041636,0.5280972802563485,0.5584092691780754,0.3737432542678138,0.3456039790923241,0.15034273756564112,0.00013650048089144807,0.3776576991034502,0.38867949076633984,0.31297306442383116,0.1357303138392934,0.2931631642055348,0.2810874267091856,0.2062638591550655,0.2379084531727107,0.6605826895068804,0.5307120868299585,0.5421771873184176,0.4400164856986932,0.3516505882661203,0.35412931710838225,0.5280274570670077,0.6344222946070028,0.22418732537628663,0.317516479544966,0.5275842060881143,0.6987255621009238,0.5818152415548212,0.2501643020707713,0.314427737650614,0.36026897657992374,0.23928910880503027,0.34794091086525064,0.6518127521417918,0.5790890467283659,0.22780111518284893,0.3267634433185745,0.3455156277153813,0.1951378059510124,0.7087668491286122,0.6732557127247033,0.4939158934146565,0.25978902462437176,0.46798017210875914,0.42137280627379137,0.4871666644004377,0.3858513432259919,0.6353045156345892,0.22900157558465947,0.3691859885469803,0.5105039380046582,0.32954409862508827,0.3025228098601676,0.6547489026443757,0.31817123084883003,0.059648772410650974,0.6646635408479796,0.38987614369705126,0.3496384019529916,0.29005372423976633,0.06531219236153293,0.14819755004743473,0.15864344956207188,0.49761332636336875,0.7168036287167857,0.4758963095991572,0.6063518439594684,0.6093523132823929,0.24299312474483167,0.6666476336105032,0.18027950876817828,0.4888102023828359,0.5171229826173968,0.23778820852754254,0.33997656552538225,0.2660298217660199,0.6063743231412081,0.40706496012528537,0.5083666677618986,0.28286839709881023,0.6444007416200578,0.4036477818395648,0.6157635574184886,0.6014711059296035,0.5176646049609914,0.15793977764141479,0.6996600805107492,0.2846445693233299,0.07668829489085523,0.6745240005535383
TCGA-HT-7691-01,0.5113048842033877,0.5242617642787111,0.3530850182991359,0.34794920294968795,0.28389868546224745,0.39402900385610123,0.372742137774281,0.3402749173710636,0.45877716079690467,0.4434552905625212,0.25923609594291286,0.4844221891420645,0.4521592371866314,0.48178378101940467,0.399342748745064,0.3161436187417387,0.2037066786678758,0.447058361615375,0.3409672505775644,0.34719890828861677,0.5369583713022793,0.40679919297995415,0.39562706667011116,0.32565557698505904,0.25123612631243014,0.47540762958103133,0.4059349047773279,0.45799471877551984,0.29560342022939023,0.23382842370670368,0.44400971048759785,0.6060669261196013,0.639597011968576,0.3320731418363653,0.4852153960561866,0.5018597669268978,0.33529101023276286,0.4582716771062039,0.5319150770388761,0.3921973013095376,0.30911576208137514,0.42958224813596646,0.4759759362025842,0.4484462187849076,0.5569782475554282,0.5805063386554206,0.40827697896591086,0.34528074892366334,0.3526475076559276,0.5039538893821283,0.3097256058148654,0.47735607362540483,0.4642637830138918,0.3149493859973394,0.2195338307039427,0.38573874888394905,0.47364768527175716,0.3999455722808289,0.5270819967565002,0.4260314192924589,0.136349674628624,0.523058601115231,0.4823392311982947,0.4409999023651081,0.3968313693558585,0.1600359622395292,0.2758528435196692,0.27775185967878935,0.5816462569572853,0.5814798615663225,0.36534003675452215,0.41671885538064296,0.5195574575989248,0.41614989034845523,0.4604645283493191,0.27931551423938156,0.3879137845879986,0.3433333167312692,0.45901438798487026,0.42495220716193716,0.3585535087340623,0.47608122774726513,0.3228030168175505,0.3415377635666186,0.35501589242059095,0.5611385925209159,0.47923653401980465,0.5128485629056923,0.4880363987058695,0.36029207601248636,0.27770423709987535,0.5380894736145145,0.3586106053586031,0.2088108999412434,0.5158300070674123
TCGA-HT-A74O-01,0.6459024935179604,0.4639867220215051,0.1870030852727943,0.2607759790109287,0.36003105091715976,0.33702696664599635,0.48590019376817045,0.4980247650636852,0.40095050553854733,0.37638835472334625,0.18314811974927017,0.1418872646370948,0.4018064140432173,0.4183415678859283,0.3401944063220403,0.18937888534557692,0.26879751012134606,0.33141022062219233,0.246970627925053,0.27137313825464715,0.6284948424730309,0.4977343305757086,0.5026446436275489,0.409272101256178,0.3244402785542847,0.39182362480163974,0.4955658631116109,0.5867167450221618,0.24648112763417648,0.2949902754640856,0.5063940582866285,0.6759378960307993,0.6023362608735232,0.2756904262554037,0.366367154526156,0.40394680293349255,0.26887281071444696,0.38239250333176095,0.6207612994666425,0.527977474766486,0.2530146256670962,0.35888495212319693,0.38584407492642775,0.2704911386048095,0.6687341785787431,0.6502835264599456,0.4719126851293996,0.28642354687527594,0.4371247835297768,0.4481575120084866,0.4382512059780092,0.41502769097425163,0.5891811608966198,0.25557865333829266,0.3276726090927798,0.4771513870577511,0.37376686547380766,0.3329145648786651,0.6214416138833632,0.3517150594274255,0.08246898198353936,0.6273380935845384,0.41935796294982075,0.37854823768844853,0.32310631177746457,0.09344280047935573,0.1864812269070268,0.19449024688786953,0.5252958218059633,0.6816400413227962,0.446488060906616,0.55460699389379,0.5868485895070008,0.29518294709248105,0.6104325295627313,0.21038531862074125,0.4623094737868103,0.4694620688870576,0.30401561800860843,0.36695734537178765,0.29476129692822606,0.5719983375328846,0.3849261497683381,0.4626888560243635,0.3057402131724752,0.6240265008314979,0.42827591089688716,0.589459344490387,0.5719991437895374,0.4748123292277919,0.19397423583036258,0.6567077479786132,0.3080596860012297,0.11583605654009725,0.6322577585271482
TCGA-DU-A5TS-01,0.5585633262967215,0.524152330224207,0.32227579081201263,0.3363234839433359,0.3104810185858741,0.39108107572301865,0.4108764222216457,0.388423546558527,0.4574370418077421,0.4394236923451725,0.2478458505737433,0.4140654607449656,0.4524647009114481,0.47971130737578815,0.3960176524583963,0.2939317752608497,0.22534316091761203,0.43122850937065005,0.3274751275816334,0.3383315424233321,0.5743869193093588,0.4404423643024603,0.432897026448533,0.35523815151336835,0.2761882995138405,0.46822361919926897,0.4392344864912317,0.5023239801701016,0.2918343694585431,0.2553445194054604,0.4717000298938597,0.640120616859762,0.6483482009230719,0.32754516915671705,0.46966827636306613,0.4919055400147626,0.3283949957903359,0.45249583735570853,0.5685437384929672,0.436416199925192,0.3040150723521455,0.4242737012788581,0.46720404826918527,0.417394359494132,0.5999187126654429,0.6138226128234024,0.4352750235710658,0.3405158690087002,0.3831953597292555,0.5043737844062717,0.3498624716353596,0.4754326504771754,0.5078364015447351,0.30921093234455316,0.2521564056893186,0.4189102115057207,0.4624229139188334,0.3947066294314745,0.564925960566412,0.41973720783822394,0.126963834302993,0.5632197753739783,0.48039518193809294,0.4380300887874762,0.3898658116305708,0.14819852273315534,0.26167350091118324,0.2651221160333548,0.5841020342292707,0.6222650337625685,0.395427227482492,0.4621394609955341,0.5505612352956228,0.3981533814073251,0.5100665868452252,0.2702396613997262,0.4169780913110143,0.3838224966324918,0.4338805951962637,0.42262544473379077,0.3529508882619367,0.5128811395662051,0.34704149641286297,0.38075758073906,0.3528699168073629,0.5922261299802296,0.4801499699582889,0.5459474755015982,0.5222424957434001,0.39841200962052137,0.26495844025726006,0.5821827660943067,0.3562527621794454,0.19187512509158947,0.5587645995449398
TCGA-P5-A5ET-01,0.5545781237052159,0.5066331915908656,0.301975541891365,0.3215006190700843,0.30836296506104355,0.3771212644731168,0.40898984567213037,0.3903899607584241,0.44176200573384944,0.4235153300843421,0.2360475006611473,0.3784452977094565,0.43746559200041235,0.46306622704279377,0.38177625703451323,0.27724184748352443,0.22453223934460623,0.4119366167209085,0.312368936356904,0.32429665272120645,0.566827043664553,0.43617745863339963,0.430007962929695,0.35255697921772,0.27470894392887135,0.45037741682086246,0.4349033775580827,0.49930695750836396,0.28093082306938477,0.25349546701073117,0.4645472893176195,0.629321878214518,0.6294323910299479,0.3152151139922489,0.449181703978765,0.4724106922870875,0.31530260764811363,0.4356107665563198,0.5609308578693286,0.43556359024972113,0.29229244282037836,0.4084749330915835,0.44889968909601013,0.39384584167774433,0.5932155606051681,0.6036725852967902,0.4291228130631462,0.3276796934335148,0.3798807532321437,0.4876785066627279,0.35063196970611005,0.4589765008050764,0.5044009654502847,0.29711729654515306,0.25385620132640296,0.41521738989604623,0.4435177682317487,0.37991576443707264,0.5578104531457274,0.4037842622208904,0.11981926552848154,0.5568794128717858,0.4637670938329155,0.4224973200037708,0.37470126081003385,0.1395857025978513,0.24854938251553613,0.25236325925289194,0.565378127990047,0.6141483885992357,0.39156179386520473,0.4608012216643444,0.541804779561305,0.3792932798042239,0.5084256018212759,0.2584116302229018,0.41207669474271735,0.38356832192639395,0.41161643964938677,0.4078058762607227,0.33944023148744706,0.5071781895720768,0.3429773340646548,0.380212204869074,0.3404333614207073,0.5821057349692554,0.46441575032548443,0.5379943254228221,0.5154232970993534,0.39693678582596825,0.2521690724126441,0.5764285914449637,0.34363768915483217,0.18022504689791738,0.5534324889911744
TCGA-E1-A7YS-01,0.6527364033024478,0.42508022974962034,0.13174271052092792,0.22403174302385534,0.36414923144822275,0.30507610115009975,0.4943638294746521,0.5183589717299135,0.3657273464300471,0.33975472411244106,0.15319256625893607,0.039517967881644106,0.3686288054329987,0.38072321738495646,0.30749367274595585,0.1449806471137261,0.27417528339489516,0.2833558872001027,0.208978667489074,0.2372921712346594,0.6241368760810061,0.499431365722545,0.5085973309466103,0.4131360778562385,0.3294348191249827,0.34984477600896513,0.49700203995618625,0.59472715039358,0.2210389079165823,0.29802478634082136,0.49970916847305963,0.6632743096477028,0.563270072497434,0.24683143227365362,0.31575593705059474,0.35739115752690825,0.23753691008008854,0.34301324446863257,0.6160204009718689,0.5407535142618833,0.22531336891485995,0.3220709072212122,0.34232198995373664,0.20794325796046728,0.6681053934301825,0.638814646448264,0.46721806588740394,0.2563630257448961,0.4399035323052575,0.41125452494740694,0.4532722187114174,0.37787796729197815,0.5960122366956745,0.22684268364423982,0.34226515056896567,0.4799612513627724,0.32809815877883614,0.2983598705472474,0.6182073760355331,0.31423198433490057,0.0635037765478916,0.626592327455928,0.3818199129227808,0.3431001487110835,0.28714977908018047,0.07040673132628918,0.15265898966278973,0.16199243944587652,0.48456717896476814,0.6771601731632163,0.4478918695792646,0.5667041690175283,0.5777045925343718,0.2473679436298218,0.6232450145354348,0.1811316122549568,0.4610754646474852,0.48232869610932405,0.2462804551285992,0.33330495843425034,0.26292640093943626,0.5715518594355428,0.38394897121651794,0.4744883299025565,0.2774350509352534,0.6118840782283406,0.3936689610653585,0.5827926360711422,0.5682156260133393,0.48418388426157405,0.1613702369198065,0.658566886655599,0.27928816369995463,0.08436998289620817,0.6346689926793804
TCGA-S9-A7IS-01,0.6239908592842486,0.45496415494243436,0.18943496344059194,0.25798598905494824,0.3477699753268644,0.3310390140117642,0.46890706903527574,0.47882001710937305,0.3933994046287802,0.3698469088700333,0.18182482646008719,0.15299913246759578,0.3939140451901981,0.41059592967728203,0.33421910796173854,0.19006865554375046,0.25929033147145997,0.3280726570559934,0.24481787596679586,0.26783251196793195,0.608861428530766,0.4813963850909113,0.48549561607479413,0.3954594208860982,0.31319449002290006,0.38560311075220627,0.4793379575923876,0.5665365438387934,0.2424200815824215,0.2849962862179042,0.4910614903736449,0.6560453860421225,0.5888692267745688,0.27120971898303553,0.36229243329434285,0.3980363943648912,0.26499208060626867,0.3760780674071856,0.6014364040961352,0.5089640036482479,0.2490888871823454,0.3529365600539726,0.3800533180961545,0.2713435035641986,0.6472292060760148,0.6310365306129895,0.45738878563121693,0.28178035573042554,0.42257879429322875,0.43933908413807876,0.42179186712978767,0.40731724814464615,0.5691021673224945,0.2517287324265751,0.3148508602608193,0.4613076923576046,0.3686953418739817,0.32745866539822177,0.6018637443075678,0.3461008430549661,0.08271279264384024,0.6071882281344309,0.4115671817229006,0.37175525821760547,0.31818216497723145,0.09395627429670696,0.18564310163940992,0.19319035572287485,0.5145722241940666,0.6603086268782075,0.4318504237138484,0.5348374214035309,0.5692942146216243,0.29297889919278947,0.5887500167031249,0.2080746063106985,0.4475652010259436,0.45232486711731557,0.3030472008988203,0.36026345948916433,0.290120824984744,0.5535901643529398,0.3726421276569082,0.44593405603937886,0.30020392845183724,0.6057309229536009,0.41974767158595383,0.5714408234287554,0.554102574073145,0.4580381627405254,0.19270729390057167,0.63520980745251,0.30251997949614196,0.11691866050441664,0.6114649524500998
